CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
792345258,Existing Customer,46,F,2,Uneducated,Divorced,Unknown,Blue,40,5,2,3,20080.0,0,20080.0,0.56,4620,70,0.667,0.0,0.00019683,0.9998
712513458,Existing Customer,47,F,4,High School,Single,Less than $40K,Blue,38,4,1,4,7469.0,1899,5570.0,0.999,3150,70,0.489,0.254,0.00016112,0.99984
715736283,Existing Customer,55,F,4,Doctorate,Single,Less than $40K,Blue,44,3,1,1,1912.0,0,1912.0,0.783,4666,98,0.719,0.0,5.0408e-05,0.99995
713777883,Existing Customer,46,F,0,Graduate,Divorced,Unknown,Blue,36,3,3,2,6853.0,1679,5174.0,0.975,3543,52,1.0,0.245,0.00015435,0.99985
720132258,Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Silver,36,6,1,5,34516.0,1323,33193.0,0.934,3422,78,0.529,0.038,0.00030168,0.9997
717094758,Existing Customer,40,F,4,Post-Graduate,Married,Unknown,Blue,29,5,3,1,8823.0,0,8823.0,0.812,4453,84,0.787,0.0,0.00013386,0.99987
713837058,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955,616.0,0.531,1234,24,0.714,0.76,0.00018612,0.99981
710645583,Existing Customer,44,F,2,Uneducated,Single,Unknown,Blue,37,5,1,2,7627.0,1742,5885.0,0.771,4349,75,0.705,0.228,5.663e-05,0.99994
713246208,Existing Customer,65,M,1,Unknown,Single,$40K - $60K,Blue,56,6,2,4,13364.0,1318,12046.0,1.063,4548,54,0.862,0.099,0.00033692,0.99966
778924158,Existing Customer,45,F,2,High School,Single,Less than $40K,Blue,26,4,3,4,1438.3,0,1438.3,0.71,3749,77,0.604,0.0,0.00050163,0.9995
715699983,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,36,5,1,3,9226.0,1233,7993.0,1.521,1626,29,1.636,0.134,9.3448e-05,0.99991
804424383,Existing Customer,63,M,1,Unknown,Married,$60K - $80K,Blue,56,3,3,2,10215.0,1010,9205.0,0.843,1904,40,1.0,0.099,0.00018558,0.99981
712144158,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,48,6,6,3,2370.0,1166,1204.0,0.562,2164,45,0.607,0.492,0.99556,0.00444033
713530833,Attrited Customer,58,M,2,Graduate,Married,$40K - $60K,Blue,48,2,3,3,4085.0,2238,1847.0,0.568,596,15,0.5,0.548,0.99671,0.00329379
798120858,Existing Customer,37,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,2,3797.0,1425,2372.0,1.505,2555,44,0.833,0.375,0.00012144,0.99988
708324483,Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,39,3,3,4,1548.0,0,1548.0,0.664,4420,71,0.775,0.0,0.0005948,0.99941
720902133,Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,46,4,1,0,5579.0,0,5579.0,0.481,1025,35,0.667,0.0,1.8538e-05,0.99998
718189908,Existing Customer,44,F,4,Unknown,Unknown,$40K - $60K,Gold,31,2,2,3,23981.0,2135,21846.0,0.749,7885,86,0.564,0.089,0.00025424,0.99975
801037833,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,32,6,2,3,3192.0,2517,675.0,0.658,4236,87,0.891,0.789,0.00019683,0.9998
717812133,Existing Customer,33,F,1,Graduate,Unknown,Less than $40K,Blue,13,3,1,3,3315.0,1243,2072.0,0.709,4006,65,0.548,0.375,8.6952e-05,0.99991
708748833,Existing Customer,37,F,3,Graduate,Single,$40K - $60K,Blue,25,2,2,3,9875.0,1239,8636.0,0.939,8920,105,0.694,0.125,0.00019864,0.9998
719391783,Existing Customer,46,M,4,Uneducated,Married,$40K - $60K,Blue,35,3,2,2,9149.0,1566,7583.0,0.971,1790,60,0.765,0.171,0.00012274,0.99988
789367083,Existing Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,31,5,3,3,2450.0,1490,960.0,0.747,3778,64,0.684,0.608,0.00031104,0.99969
721154208,Existing Customer,60,F,1,Unknown,Married,Less than $40K,Blue,36,3,4,3,2882.0,2081,801.0,0.644,4933,103,0.661,0.722,0.00037718,0.99962
768457008,Existing Customer,27,M,1,Graduate,Single,$40K - $60K,Blue,21,2,3,1,10284.0,787,9497.0,0.739,13355,92,0.84,0.077,0.00010182,0.9999
718161708,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,34,5,1,2,7562.0,1500,6062.0,0.632,14908,100,0.754,0.198,5.7762e-05,0.99994
718418958,Attrited Customer,30,M,1,Post-Graduate,Divorced,Less than $40K,Blue,36,6,2,4,5061.0,0,5061.0,0.911,1309,38,0.462,0.0,0.99724,0.002764
718002633,Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Silver,41,6,3,1,16002.0,2076,13926.0,0.293,3667,52,1.167,0.13,9.8015e-05,0.9999
719279208,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,36,3,1,2,2158.0,1299,859.0,0.733,4946,73,0.973,0.602,5.6825e-05,0.99994
713380308,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,36,6,2,1,1734.0,0,1734.0,0.593,4092,76,1.054,0.0,7.4017e-05,0.99993
712556433,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,43,1,2,3,4090.0,1649,2441.0,0.752,15497,92,0.673,0.403,0.00019143,0.99981
718983333,Existing Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,43,6,1,3,6704.0,1354,5350.0,0.411,1331,30,0.364,0.202,9.5249e-05,0.9999
773082033,Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,27,3,3,4,25516.0,1363,24153.0,1.172,2317,38,0.727,0.053,0.00056988,0.99943
716128083,Existing Customer,56,M,2,High School,Married,$40K - $60K,Blue,36,5,2,3,3295.0,2002,1293.0,0.599,1191,34,0.545,0.608,0.0001861,0.99981
711448983,Attrited Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,2,2,2234.0,2024,210.0,0.717,2313,37,0.321,0.906,0.99129,0.00871
778459833,Existing Customer,42,M,5,Graduate,Married,$60K - $80K,Blue,27,3,2,3,11880.0,2025,9855.0,0.835,1789,42,1.471,0.17,0.00019764,0.9998
716800908,Existing Customer,26,F,2,High School,Single,Unknown,Blue,13,5,0,3,5137.0,0,5137.0,0.699,2496,49,0.581,0.0,3.3324e-05,0.99997
712298883,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,38,3,3,1,1438.3,663,775.3,0.384,2987,73,0.622,0.461,0.00010943,0.99989
715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,6,3,2,3312.0,1844,1468.0,0.986,1740,32,0.882,0.557,0.00016413,0.99984
716149383,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,6,3,3,3674.0,895,2779.0,0.658,1703,48,0.371,0.244,0.0002596,0.99974
778832883,Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,28,1,3,1,8257.0,961,7296.0,0.741,13769,104,0.857,0.116,0.00013245,0.99987
709669533,Existing Customer,38,F,1,High School,Divorced,Less than $40K,Blue,30,2,3,2,2722.0,1303,1419.0,0.391,4488,88,0.833,0.479,0.00016413,0.99984
715650783,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36,6,2,2,4499.0,0,4499.0,0.765,4906,75,0.667,0.0,0.00011065,0.99989
713722608,Attrited Customer,48,F,2,Unknown,Divorced,Less than $40K,Blue,35,3,1,4,2806.0,2514,292.0,0.341,1757,35,0.4,0.896,0.99428,0.00572
720611058,Existing Customer,40,M,3,Graduate,Single,$120K +,Blue,27,4,2,3,17018.0,0,17018.0,0.69,1550,47,0.621,0.0,0.00019864,0.9998
778343958,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,27,3,3,0,1451.0,0,1451.0,0.5,3866,72,0.714,0.0,6.8853e-05,0.99993
712453308,Existing Customer,46,M,4,High School,Divorced,$40K - $60K,Silver,36,2,2,3,15034.0,1356,13678.0,0.754,7737,84,0.75,0.09,0.00017635,0.99982
758340108,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Silver,29,3,3,2,10024.0,913,9111.0,0.568,3906,78,0.592,0.091,0.00016253,0.99984
804829533,Attrited Customer,59,M,0,High School,Single,$60K - $80K,Blue,54,3,6,6,24621.0,471,24150.0,0.85,2864,51,0.759,0.019,0.99903,0.00096743
771719283,Existing Customer,39,F,4,Doctorate,Married,Less than $40K,Blue,27,2,1,1,8587.0,1324,7263.0,0.897,8854,92,0.643,0.154,5.0408e-05,0.99995
715745508,Existing Customer,51,F,4,Graduate,Single,Unknown,Blue,34,3,1,2,11221.0,1279,9942.0,1.116,1564,45,1.647,0.114,5.7762e-05,0.99994
713444058,Existing Customer,45,M,1,Unknown,Divorced,$40K - $60K,Silver,31,3,1,1,17437.0,2225,15212.0,0.814,3381,51,0.594,0.128,3.0963e-05,0.99997
815756058,Existing Customer,54,F,1,Graduate,Single,Less than $40K,Blue,49,3,2,2,2930.0,2266,664.0,0.734,4752,72,1.323,0.773,0.00010684,0.99989
789047208,Existing Customer,57,F,2,High School,Single,Less than $40K,Blue,45,4,1,3,2454.0,1610,844.0,1.036,4983,79,0.795,0.656,9.0056e-05,0.99991
708515358,Existing Customer,40,F,1,High School,Married,Less than $40K,Blue,36,6,3,2,4712.0,0,4712.0,0.84,4216,82,0.64,0.0,0.00016413,0.99984
713264583,Existing Customer,43,M,2,High School,Married,$120K +,Silver,23,3,3,2,34516.0,1153,33363.0,0.89,4486,71,0.69,0.033,0.000158,0.99984
711790308,Attrited Customer,54,F,0,High School,Unknown,Less than $40K,Blue,34,4,3,3,2223.0,632,1591.0,0.665,2538,49,0.581,0.284,0.99605,0.00394582
712302783,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,25,2,3,1,2468.0,872,1596.0,0.991,4426,76,1.111,0.353,0.00011153,0.99989
713872833,Existing Customer,54,F,2,Graduate,Single,$40K - $60K,Blue,41,2,1,3,10753.0,1845,8908.0,0.689,7302,80,0.702,0.172,9.2637e-05,0.99991
712268808,Existing Customer,55,M,4,Graduate,Single,$120K +,Silver,36,2,2,3,34516.0,2443,32073.0,0.827,8765,105,0.721,0.071,0.00018141,0.99982
789143283,Existing Customer,41,F,1,Uneducated,Single,Unknown,Blue,30,4,2,3,5647.0,1175,4472.0,0.802,4868,76,0.81,0.208,0.00018475,0.99982
720449208,Existing Customer,34,F,1,College,Married,Less than $40K,Blue,16,6,1,4,2221.0,1814,407.0,0.82,4758,64,0.641,0.817,0.00014422,0.99986
720867708,Attrited Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,3,2,1748.0,1103,645.0,0.739,2335,41,0.708,0.631,0.99473,0.00527
713343333,Existing Customer,42,M,3,Unknown,Married,$40K - $60K,Blue,29,4,3,4,6698.0,1327,5371.0,0.798,4065,77,0.711,0.198,0.00058851,0.99941
714946908,Existing Customer,61,M,1,Uneducated,Single,$40K - $60K,Blue,36,6,1,1,5039.0,1352,3687.0,0.797,3300,68,0.545,0.268,3.2055e-05,0.99997
766795983,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,40,4,2,2,1438.3,0,1438.3,0.756,4692,91,0.596,0.0,0.00011743,0.99988
708473133,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,45,4,2,3,1677.0,0,1677.0,0.824,4588,68,0.7,0.0,0.00017969,0.99982
711527508,Attrited Customer,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,2,8583.0,0,8583.0,0.358,1794,31,0.292,0.0,0.99452,0.00548
720385608,Existing Customer,45,M,3,College,Unknown,$80K - $120K,Blue,31,2,1,4,20958.0,1936,19022.0,0.772,14314,99,0.768,0.092,0.00015944,0.99984
720484908,Existing Customer,65,F,1,Post-Graduate,Married,$40K - $60K,Blue,52,5,3,3,2155.0,0,2155.0,1.423,1655,27,1.25,0.0,0.00033411,0.99967
719981508,Attrited Customer,37,M,2,Uneducated,Single,Unknown,Blue,24,2,2,3,1649.0,0,1649.0,0.864,2574,51,0.7,0.0,0.99495,0.00505
804673308,Attrited Customer,49,M,5,Uneducated,Married,$40K - $60K,Blue,44,2,3,4,3893.0,0,3893.0,0.662,1866,37,0.947,0.0,0.99818,0.00182139
828298908,Existing Customer,54,M,4,Graduate,Married,$120K +,Blue,50,4,2,0,2872.0,2035,837.0,0.613,1770,47,0.741,0.709,4.4033e-05,0.99996
713325108,Existing Customer,36,M,2,Post-Graduate,Married,$60K - $80K,Blue,29,5,3,3,7712.0,2517,5195.0,0.676,1845,40,0.739,0.326,0.00035594,0.99964
779779083,Existing Customer,38,F,3,High School,Single,$40K - $60K,Gold,26,2,2,1,23981.0,0,23981.0,0.741,7872,103,0.635,0.0,7.9774e-05,0.99992
772585008,Existing Customer,48,F,4,High School,Married,Unknown,Blue,38,2,3,1,3187.0,1937,1250.0,0.77,5111,90,0.667,0.608,0.0001106,0.99989
712979133,Attrited Customer,55,M,4,High School,Married,$80K - $120K,Blue,41,2,2,2,27560.0,900,26660.0,1.031,646,10,0.25,0.033,0.99146,0.00854
713723433,Existing Customer,52,F,4,High School,Single,Less than $40K,Blue,44,1,1,3,5721.0,0,5721.0,0.57,4188,79,0.881,0.0,9.4447e-05,0.99991
720747633,Existing Customer,32,M,1,Unknown,Married,$40K - $60K,Blue,36,3,2,4,8998.0,1471,7527.0,0.844,1931,48,0.371,0.163,0.00033692,0.99966
710226708,Existing Customer,55,F,2,Uneducated,Divorced,Less than $40K,Blue,49,5,2,1,1438.3,680,758.3,0.77,4573,93,0.691,0.473,7.0576e-05,0.99993
710362233,Existing Customer,48,M,3,Unknown,Unknown,$80K - $120K,Platinum,40,1,2,3,34516.0,1723,32793.0,0.628,13853,98,0.782,0.05,0.00037927,0.99962
708831858,Attrited Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,30,1,3,4,4579.0,1506,3073.0,0.443,1915,44,0.375,0.329,0.99819,0.00181217
709798908,Attrited Customer,45,F,4,Unknown,Single,Less than $40K,Blue,32,3,3,4,2858.0,0,2858.0,1.058,2611,43,0.483,0.0,0.99832,0.00167742
717835908,Existing Customer,33,M,2,Post-Graduate,Married,$80K - $120K,Blue,22,3,3,3,1438.3,681,757.3,1.542,2730,48,0.778,0.473,0.00035594,0.99964
720736608,Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,36,2,2,1,6280.0,2181,4099.0,0.795,14109,92,0.878,0.347,6.864e-05,0.99993
714253983,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,4,2,3,9465.0,0,9465.0,0.657,3675,59,1.107,0.0,0.00021834,0.99978
719914908,Existing Customer,37,M,2,Uneducated,Divorced,Less than $40K,Silver,36,3,3,2,11568.0,1846,9722.0,0.755,1701,44,1.095,0.16,0.00016711,0.99983
714069858,Existing Customer,53,M,3,Graduate,Married,$60K - $80K,Blue,36,4,3,2,3539.0,2517,1022.0,0.569,1677,45,0.5,0.711,0.00018665,0.99981
713372583,Existing Customer,42,F,4,High School,Single,Less than $40K,Blue,19,3,2,0,1438.3,0,1438.3,0.676,3786,67,0.523,0.0,4.2806e-05,0.99996
717595908,Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,37,5,1,1,9453.0,2188,7265.0,0.572,1688,45,0.452,0.231,3.0307e-05,0.99997
720504633,Attrited Customer,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,32,6,2,3,3254.0,0,3254.0,0.733,967,24,1.182,0.0,0.99495,0.00505
715986258,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,3,2,15845.0,1675,14170.0,0.514,4037,68,0.447,0.106,0.00015686,0.99984
713687508,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,49,5,2,4,9944.0,1606,8338.0,0.62,3159,69,0.568,0.162,0.00044353,0.99956
789175683,Existing Customer,49,F,2,College,Married,Less than $40K,Silver,38,2,3,2,10741.0,2517,8224.0,1.087,8352,71,0.821,0.234,0.00015801,0.99984
719787633,Existing Customer,47,M,0,Graduate,Married,$80K - $120K,Silver,36,3,2,1,34516.0,1913,32603.0,0.84,7535,92,0.673,0.055,5.3222e-05,0.99995
742572558,Existing Customer,32,F,0,High School,Divorced,Unknown,Blue,25,5,3,1,12268.0,1165,11103.0,0.832,4905,82,0.822,0.095,9.0493e-05,0.99991
771204108,Existing Customer,36,F,2,Uneducated,Single,Unknown,Blue,23,3,1,0,1954.0,1179,775.0,0.867,3896,67,0.718,0.603,2.0889e-05,0.99998
718043583,Existing Customer,50,M,2,Uneducated,Single,$120K +,Blue,40,5,3,4,21794.0,1368,20426.0,0.691,15111,116,0.706,0.063,0.00053055,0.99947
716546283,Existing Customer,39,M,3,Graduate,Married,$60K - $80K,Blue,36,6,3,4,13049.0,943,12106.0,0.686,3944,72,0.674,0.072,0.00053543,0.99946
715278708,Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,36,5,3,1,1594.0,927,667.0,0.985,3851,65,0.806,0.582,0.00011924,0.99988
714377058,Attrited Customer,63,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,4,1896.0,0,1896.0,0.747,2186,50,0.562,0.0,0.99813,0.00187387
709608708,Attrited Customer,29,M,1,Graduate,Married,$60K - $80K,Blue,17,5,1,4,6500.0,2517,3983.0,0.915,9451,79,0.646,0.387,0.9933,0.0067
715942683,Existing Customer,32,F,3,Graduate,Single,Less than $40K,Blue,36,3,1,3,3555.0,0,3555.0,0.813,2346,71,0.651,0.0,9.6126e-05,0.9999
788290383,Existing Customer,43,M,3,Doctorate,Single,$40K - $60K,Blue,35,2,6,3,4970.0,1588,3382.0,0.669,4436,83,0.804,0.32,0.00035857,0.99964
713216883,Existing Customer,64,F,0,Unknown,Married,Less than $40K,Blue,55,4,3,4,3500.0,1904,1596.0,1.182,2003,41,0.952,0.544,0.00048673,0.99951
719036883,Existing Customer,48,F,1,Uneducated,Divorced,Less than $40K,Blue,38,3,3,2,4668.0,0,4668.0,0.896,4163,77,0.453,0.0,0.0001736,0.99983
715078383,Existing Customer,64,F,0,Graduate,Married,Unknown,Blue,36,3,1,3,7646.0,1010,6636.0,0.421,1667,47,0.469,0.132,7.9494e-05,0.99992
779324358,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,31,6,1,3,2381.0,1603,778.0,0.687,4013,79,0.756,0.673,9.5249e-05,0.9999
714304458,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,36,2,2,1,3605.0,0,3605.0,0.594,6800,78,0.814,0.0,6.9242e-05,0.99993
779863533,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,21,6,2,0,5120.0,0,5120.0,0.867,1680,32,0.778,0.0,3.941e-05,0.99996
711445233,Existing Customer,42,F,5,Uneducated,Single,Less than $40K,Blue,36,6,3,1,1438.3,0,1438.3,0.813,4653,78,0.95,0.0,0.00011515,0.99988
753642933,Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,45,3,3,0,2728.0,1365,1363.0,0.648,4293,83,0.976,0.5,6.6935e-05,0.99993
721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,6,1,3,20231.0,977,19254.0,0.893,1215,36,0.714,0.048,7.8567e-05,0.99992
718867683,Existing Customer,64,M,1,Unknown,Married,Less than $40K,Blue,55,4,3,4,2720.0,1904,816.0,0.634,1613,43,0.344,0.7,0.00053237,0.99947
714983283,Attrited Customer,39,F,3,High School,Single,Less than $40K,Blue,36,6,1,3,3651.0,0,3651.0,0.977,862,19,1.111,0.0,0.98941,0.01059
717399183,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,26,6,3,1,8058.0,1176,6882.0,1.164,2774,52,0.625,0.146,0.00010182,0.9999
716786808,Existing Customer,40,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,3,2,2,1659.0,0,1659.0,0.585,3838,66,0.692,0.0,0.00013827,0.99986
771288258,Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,2,2,2545.0,1894,651.0,0.911,4660,68,0.789,0.744,0.00012982,0.99987
710981583,Existing Customer,44,F,5,Unknown,Single,$40K - $60K,Blue,36,2,1,2,3891.0,1015,2876.0,0.755,5131,86,0.72,0.261,6.2502e-05,0.99994
719139558,Existing Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,36,4,3,4,2665.0,1567,1098.0,0.586,2514,64,0.455,0.588,0.00045531,0.99954
803342358,Existing Customer,55,M,3,Graduate,Married,$60K - $80K,Blue,49,3,1,4,5668.0,2517,3151.0,0.704,3382,56,0.931,0.444,0.00016399,0.99984
710656683,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,36,4,3,1,1986.0,1614,372.0,0.554,4442,64,0.73,0.813,0.00010943,0.99989
801497508,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,50,4,3,2,1584.0,1311,273.0,0.867,4203,73,0.78,0.828,0.00016883,0.99983
716682258,Existing Customer,52,M,1,High School,Divorced,$120K +,Blue,36,4,3,5,31945.0,1591,30354.0,0.711,3650,62,0.676,0.05,0.00081456,0.99919
711183558,Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,39,2,1,3,2221.0,1291,930.0,0.785,8618,98,0.815,0.581,7.7279e-05,0.99992
805485933,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,40,2,1,3,4010.0,2517,1493.0,0.71,14354,101,0.629,0.628,9.6126e-05,0.9999
713700258,Existing Customer,55,F,1,Post-Graduate,Married,Unknown,Blue,42,1,3,3,2953.0,1896,1057.0,0.81,4644,79,0.612,0.642,0.00033411,0.99967
717914808,Existing Customer,65,M,1,High School,Single,Unknown,Blue,36,4,3,5,4465.0,703,3762.0,1.026,4044,66,0.65,0.157,0.00081456,0.99919
788132208,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,38,3,2,1,1989.0,1003,986.0,0.677,5070,70,0.75,0.504,6.864e-05,0.99993
771809733,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3,3353.0,0,3353.0,1.021,960,18,0.385,0.0,0.99605,0.00394582
708969633,Existing Customer,42,M,4,Uneducated,Unknown,$80K - $120K,Blue,36,6,5,1,2447.0,2195,252.0,0.717,4544,80,0.667,0.897,0.00013065,0.99987
715839708,Existing Customer,51,M,1,Graduate,Married,$120K +,Blue,39,2,3,2,34516.0,2452,32064.0,0.707,7111,82,0.608,0.071,0.00016883,0.99983
714566133,Existing Customer,60,F,2,Graduate,Married,Less than $40K,Blue,36,1,2,2,3239.0,2356,883.0,0.621,4621,91,0.75,0.727,0.00011382,0.99989
717202908,Existing Customer,39,M,5,College,Married,$80K - $120K,Blue,29,3,3,4,34198.0,1804,32394.0,0.934,4270,59,0.639,0.053,0.00051793,0.99948
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,17391.0,1044,16347.0,1.08,1248,27,0.688,0.06,0.00019191,0.99981
717929133,Existing Customer,44,M,1,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,14450.0,2440,12010.0,1.283,1235,30,0.667,0.169,0.00018475,0.99982
713124558,Existing Customer,43,F,2,Graduate,Married,Unknown,Blue,34,6,1,4,7210.0,782,6428.0,0.733,4249,75,0.5,0.108,0.00015804,0.99984
713318733,Attrited Customer,32,M,0,College,Single,$60K - $80K,Blue,24,3,2,3,4097.0,0,4097.0,0.836,8376,64,0.684,0.0,0.99378,0.00622
717788958,Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Blue,19,1,1,2,21615.0,570,21045.0,0.737,16464,103,0.717,0.026,4.7263e-05,0.99995
714358008,Existing Customer,53,F,1,College,Divorced,Unknown,Blue,36,3,1,3,17054.0,0,17054.0,0.673,4659,72,0.6,0.0,8.4537e-05,0.99992
711566208,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,2,5023.0,1857,3166.0,0.631,14111,98,0.69,0.37,0.00011811,0.99988
780416433,Existing Customer,38,M,2,Unknown,Married,Less than $40K,Blue,25,4,1,3,8740.0,734,8006.0,1.072,2169,38,0.652,0.084,0.00010183,0.9999
809307108,Existing Customer,44,F,1,High School,Single,Unknown,Blue,39,4,3,2,2021.0,1182,839.0,0.794,4209,77,0.833,0.585,0.00016413,0.99984
780971583,Existing Customer,46,M,1,Graduate,Divorced,$120K +,Blue,30,6,2,2,2016.0,797,1219.0,1.108,3772,62,0.879,0.395,0.00010684,0.99989
718889508,Existing Customer,46,M,2,College,Divorced,$60K - $80K,Blue,37,1,3,1,10074.0,1223,8851.0,0.955,8256,99,0.623,0.121,0.00010546,0.99989
717203958,Existing Customer,51,M,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2,11512.0,988,10524.0,0.569,1842,32,1.133,0.086,0.00018665,0.99981
708337683,Existing Customer,51,M,2,Uneducated,Single,$60K - $80K,Blue,40,4,2,2,21800.0,893,20907.0,0.445,3820,62,0.676,0.041,0.00011703,0.99988
712880283,Existing Customer,31,M,0,Uneducated,Married,$40K - $60K,Blue,22,3,3,0,4048.0,1113,2935.0,0.717,1757,45,0.607,0.275,5.8546e-05,0.99994
718697583,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,2,19629.0,0,19629.0,0.766,4073,79,0.881,0.0,0.00018665,0.99981
795784008,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,38,4,2,3,3889.0,2517,1372.0,0.405,1718,37,0.276,0.647,0.99499,0.00501
712854633,Existing Customer,49,F,2,Unknown,Single,Unknown,Blue,39,4,1,3,11320.0,0,11320.0,0.669,2845,57,0.727,0.0,0.00010183,0.9999
803665983,Existing Customer,52,M,0,Unknown,Married,$60K - $80K,Blue,46,3,2,4,2742.0,2184,558.0,0.592,3829,72,0.532,0.796,0.00030803,0.99969
771584658,Existing Customer,46,F,4,Unknown,Single,Unknown,Silver,34,1,2,3,33874.0,1473,32401.0,0.803,13753,98,0.849,0.043,0.0001994,0.9998
804045933,Existing Customer,36,M,0,Graduate,Married,$80K - $120K,Blue,30,5,3,2,5302.0,2414,2888.0,0.779,4284,74,0.682,0.455,0.00015435,0.99985
789052308,Attrited Customer,40,M,3,Graduate,Unknown,$40K - $60K,Blue,28,6,2,2,4323.0,0,4323.0,0.817,2451,38,0.727,0.0,0.99161,0.00839
721333233,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,4,2,3,23138.0,1727,21411.0,0.693,1612,39,1.438,0.075,0.00029051,0.99971
804403908,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,45,4,2,3,21872.0,1118,20754.0,0.658,1806,31,0.409,0.051,0.00019864,0.9998
779725833,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,26,4,3,2,11761.0,1775,9986.0,0.925,4946,73,0.698,0.151,0.00017987,0.99982
780202908,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,43,3,3,4,6853.0,1480,5373.0,0.513,2833,70,0.556,0.216,0.000516,0.99948
712401033,Existing Customer,36,M,1,Unknown,Single,Less than $40K,Blue,23,4,3,1,1438.3,928,510.3,0.851,2186,59,0.686,0.645,0.00011192,0.99989
